timestamp,value,orig,bdm0,bdm1,median,linapprox,FAR
1396915200,39384,0,1,0,0,0,0
1396916100,38629,0,1,0,0,0,0
1396917000,38632,0,1,0,0,0,1
1396917900,38997,0,1,0,0,0,0
1396918800,38152,0,1,0,0,0,0
1396919700,38342,0,1,0,0,0,0
1396920600,38995,0,1,0,0,0,0
1396921500,38458,0,1,0,0,0,0
1396922400,38845,0,1,0,0,0,0
1396923300,40409,0,1,0,0,0,0
1396924200,40521,0,1,0,0,0,0
1396925100,40942,0,1,0,0,0,0
1396926000,40506,0,1,0,0,0,0
1396926900,40851,0,1,0,0,0,0
1396927800,39827,0,1,0,0,0,0
1396928700,40049,0,1,0,0,0,0
1396929600,39191,0,1,0,0,0,0
1396930500,39699,0,1,0,0,0,0
1396931400,39856,0,1,0,0,0,0
1396932300,39673,0,1,0,0,0,0
1396933200,39427,0,1,0,0,0,0
1396934100,40037,0,1,0,0,0,0
1396935000,40630,0,1,0,0,0,0
1396935900,40570,0,1,0,0,0,0
1396936800,40655,0,1,0,0,0,0
1396937700,41357,0,1,0,0,0,0
1396938600,41088,0,1,0,0,0,0
1396939500,40983,0,1,0,0,0,0
1396940400,40821,0,1,0,0,0,0
1396941300,41528,0,1,0,0,0,0
1396942200,42075,0,1,0,0,0,0
1396943100,42198,0,1,0,0,0,0
1396944000,41923,0,1,0,0,0,0
1396944900,41812,0,1,0,0,0,0
1396945800,41688,0,1,0,0,0,0
1396946700,42230,0,1,0,0,0,0
1396947600,42478,0,1,0,0,0,0
1396948500,42607,0,1,0,0,0,0
1396949400,42800,0,1,0,0,0,0
1396950300,42517,0,1,0,0,0,0
1396951200,43719,0,1,0,0,0,0
1396952100,43315,0,1,0,0,0,0
1396953000,43471,0,1,0,0,0,0
1396953900,43467,0,1,0,0,0,0
1396954800,43941,0,1,0,0,0,0
1396955700,43482,0,1,0,0,0,0
1396956600,42819,0,1,0,0,0,0
1396957500,42195,0,1,0,0,0,0
1396958400,42405,0,1,0,0,0,0
1396959300,41347,0,1,0,0,0,0
1396960200,39950,0,1,0,0,0,0
1396961100,39005,0,1,0,0,0,0
1396962000,37709,0,1,0,0,0,0
1396962900,36488,1,1,0,1,0,0
1396963800,33894,1,1,1,1,0,0
1396964700,34462,1,1,0,0,1,0
1396965600,37471,1,1,1,0,0,0
1396966500,36962,1,1,0,0,1,0
1396967400,35953,1,1,0,0,0,0
1396968300,35795,1,1,0,0,0,0
1396969200,34963,1,1,0,0,0,0
1396970100,34661,1,1,0,0,0,0
1396971000,32745,1,1,0,0,0,0
1396971900,33733,1,1,0,0,1,0
1396972800,33649,1,1,0,0,0,0
1396973700,33256,1,1,0,0,0,0
1396974600,33055,1,1,0,0,0,0
1396975500,33085,1,1,0,0,0,0
1396976400,33028,1,1,0,0,0,0
1396977300,32904,1,1,0,0,0,0
1396978200,32731,1,1,0,0,0,0
1396979100,32842,1,1,0,0,0,0
1396980000,32926,0,1,0,0,0,0
1396980900,32970,0,1,0,0,0,0
1396981800,33402,0,1,0,0,0,0
1396982700,33501,0,1,0,0,0,0
1396983600,34061,0,1,0,0,0,0
1396984500,34771,0,1,0,0,0,0
1396985400,35202,0,1,0,0,0,0
1396986300,36239,0,1,0,0,0,0
1396987200,37756,0,1,0,0,0,0
1396988100,38990,0,1,0,0,0,0
1396989000,39912,0,1,0,0,0,0
1396989900,39765,0,1,0,0,0,0
1396990800,41398,0,1,0,0,0,0
1396991700,41594,0,1,0,0,0,0
1396992600,41726,0,1,0,0,0,0
1396993500,41720,0,1,0,0,0,0
1396994400,42359,0,1,0,0,0,0
1396995300,42638,0,1,0,0,0,0
1396996200,41849,0,1,0,0,0,0
1396997100,41550,0,1,0,0,0,0
1396998000,42002,0,1,0,0,0,0
1396998900,42255,0,1,0,0,0,0
1396999800,42606,0,1,0,0,0,0
1397000700,43088,0,1,0,0,0,0
1397001600,41381,0,1,0,0,0,0
1397002500,42532,0,1,0,0,0,0
1397003400,42012,0,1,0,0,0,0
1397004300,42461,0,1,0,0,0,0
1397005200,42506,0,1,0,0,0,0
1397006100,42366,0,1,0,0,0,0
1397007000,42609,0,1,0,0,0,0
1397007900,42776,0,1,0,0,0,0
1397008800,43245,0,1,0,0,0,0
1397009700,44016,0,1,0,0,0,0
1397010600,44466,0,1,0,0,0,0
1397011500,44654,0,1,0,0,0,0
1397012400,44446,0,1,0,0,0,0
1397013300,44759,0,1,0,0,0,0
1397014200,43971,0,1,0,0,0,0
1397015100,44280,0,1,0,0,0,0
1397016000,43411,0,1,0,0,0,0
1397016900,43966,0,1,0,0,0,0
1397017800,43844,0,1,0,0,0,0
1397018700,45093,0,1,0,0,0,0
1397019600,43817,0,1,0,0,0,0
1397020500,44742,0,1,0,0,0,0
1397021400,44360,0,1,0,0,0,0
1397022300,44569,0,1,0,0,0,0
1397023200,45044,0,1,0,0,0,0
1397024100,44594,0,1,0,0,0,0
1397025000,44305,0,1,0,0,0,0
1397025900,45609,0,1,0,0,0,0
1397026800,44928,0,1,0,0,0,0
1397027700,45037,0,1,0,0,0,0
1397028600,45316,0,1,0,0,0,0
1397029500,45091,0,1,0,0,0,0
1397030400,45393,1,1,0,0,0,0
1397031300,45581,1,1,0,1,0,0
1397032200,46205,1,1,0,1,0,0
1397033100,56347,1,1,1,1,0,0
1397034000,55308,1,1,0,1,1,0
1397034900,55811,1,1,0,0,0,0
1397035800,54287,0,1,0,0,0,0
1397036700,54604,0,1,0,0,0,0
1397037600,53596,0,1,0,0,0,0
1397038500,55007,0,1,0,0,0,0
1397039400,55697,0,1,0,0,0,0
1397040300,54772,0,1,0,0,0,0
1397041200,55300,0,1,0,0,0,0
1397042100,56418,0,1,0,0,0,0
1397043000,56434,0,1,0,0,0,1
1397043900,55272,0,1,0,0,0,0
1397044800,55154,0,1,0,0,0,0
1397045700,54248,0,1,0,0,0,0
1397046600,54374,0,1,0,0,0,0
1397047500,53272,0,1,0,0,0,0
1397048400,52072,0,1,0,0,0,0
1397049300,50333,0,1,0,0,0,0
1397050200,49558,0,1,0,0,0,0
1397051100,48516,0,1,0,0,0,0
1397052000,47352,0,1,0,0,0,0
1397052900,46911,0,1,0,0,0,0
1397053800,46173,0,1,0,0,0,0
1397054700,45336,0,1,0,0,0,0
1397055600,44653,0,1,0,0,0,0
1397056500,43929,0,1,0,0,0,0
1397057400,44114,0,1,0,0,0,0
1397058300,43161,0,1,0,0,0,0
1397059200,42978,0,1,0,0,0,0
1397060100,42844,0,1,0,0,0,0
1397061000,42528,0,1,0,0,0,0
1397061900,42420,0,1,0,0,0,0
1397062800,42223,0,1,0,0,0,0
1397063700,42201,0,1,0,0,0,0
1397064600,42450,0,1,0,0,0,0
1397065500,42099,0,1,0,0,0,0
1397066400,42241,0,1,0,0,0,0
1397067300,42293,0,1,0,0,0,0
1397068200,42814,0,1,0,0,0,0
1397069100,43033,0,1,0,0,0,0
1397070000,43419,0,1,0,0,0,0
1397070900,44107,0,1,0,0,0,0
1397071800,44549,0,1,0,0,0,0
1397072700,45403,0,1,0,0,0,0
1397073600,47124,0,1,0,0,0,0
1397074500,48154,0,1,0,0,0,0
1397075400,49124,0,1,0,0,0,0
1397076300,50557,0,1,0,0,0,0
1397077200,50731,0,1,0,0,0,0
1397078100,51730,0,1,0,0,0,0
1397079000,51782,0,1,0,0,0,0
1397079900,51816,0,1,0,0,0,0
1397080800,52285,0,1,0,0,0,0
1397081700,52632,0,1,0,0,0,0
1397082600,51946,0,1,0,0,0,0
1397083500,51537,0,1,0,0,0,0
1397084400,50374,0,1,0,0,0,0
1397085300,52107,0,1,0,0,0,0
1397086200,51595,0,1,0,0,0,0
1397087100,52305,0,1,0,0,0,0
1397088000,53086,0,1,0,0,0,0
1397088900,52208,0,1,0,0,0,0
1397089800,52086,0,1,0,0,0,0
1397090700,51775,0,1,0,0,0,0
1397091600,51786,0,1,0,0,0,0
1397092500,52586,0,1,0,0,0,0
1397093400,52294,0,1,0,0,0,0
1397094300,52280,0,1,0,0,0,0
1397095200,52899,0,1,0,0,0,0
1397096100,53981,0,1,0,0,0,0
1397097000,53808,0,1,0,0,0,0
1397097900,54157,0,1,0,0,0,0
1397098800,54099,0,1,0,0,0,0
1397099700,54843,0,1,0,0,0,0
1397100600,54257,0,1,0,0,0,0
1397101500,53590,0,1,0,0,0,0
1397102400,53067,0,1,0,0,0,0
1397103300,53067,0,1,0,0,0,0
1397104200,53835,0,1,0,0,0,0
1397105100,53906,0,1,0,0,0,0
1397106000,53724,0,1,0,0,0,0
1397106900,54514,0,1,0,0,0,0
1397107800,54453,0,1,0,0,0,0
1397108700,54442,0,1,0,0,0,0
1397109600,54047,0,1,0,0,0,0
1397110500,54872,0,1,0,0,0,0
1397111400,54397,0,1,0,0,0,0
1397112300,54454,0,1,0,0,0,0
1397113200,54194,0,1,0,0,0,0
1397114100,54755,0,1,0,0,0,0
1397115000,55649,0,1,0,0,0,0
1397115900,55907,0,1,0,0,0,0
1397116800,54980,0,1,0,0,0,0
1397117700,55656,0,1,0,0,0,0
1397118600,56140,0,1,0,0,0,0
1397119500,56386,0,1,0,0,0,0
1397120400,55523,0,1,0,0,0,0
1397121300,56051,0,1,0,0,0,0
1397122200,56430,0,1,0,0,0,0
1397123100,56860,0,1,0,0,0,0
1397124000,56681,0,1,0,0,0,0
1397124900,57669,0,1,0,0,0,0
1397125800,58450,0,1,0,0,0,0
1397126700,58320,0,1,0,0,0,0
1397127600,58140,0,1,0,0,0,0
1397128500,58592,0,1,0,0,0,0
1397129400,58539,0,1,0,0,0,0
1397130300,57308,0,1,0,0,0,0
1397131200,56063,0,1,0,0,0,0
1397132100,55759,0,1,0,0,0,0
1397133000,54721,0,1,0,0,0,0
1397133900,53330,0,1,0,0,0,0
1397134800,52490,0,1,0,0,0,0
1397135700,51772,0,1,0,0,0,0
1397136600,51015,0,1,0,0,0,0
1397137500,50309,0,1,0,0,0,0
1397138400,48803,0,1,0,0,0,0
1397139300,48283,0,1,0,0,0,0
1397140200,47544,0,1,0,0,0,0
1397141100,46916,0,1,0,0,0,0
1397142000,45839,0,1,0,0,0,0
1397142900,44923,0,1,0,0,0,0
1397143800,44659,0,1,0,0,0,0
1397144700,44446,0,1,0,0,0,0
1397145600,44465,0,1,0,0,0,0
1397146500,45221,0,1,0,0,0,0
1397147400,43768,0,1,0,0,0,0
1397148300,43556,0,1,0,0,0,0
1397149200,44077,0,1,0,0,0,0
1397150100,44500,0,1,0,0,0,0
1397151000,45693,0,1,0,0,0,0
1397151900,45622,0,1,0,0,0,0
1397152800,44632,0,1,0,0,0,0
1397153700,44026,0,1,0,0,0,0
1397154600,44653,0,1,0,0,0,0
1397155500,44899,0,1,0,0,0,0
1397156400,45090,0,1,0,0,0,0
1397157300,45111,0,1,0,0,0,0
1397158200,45489,0,1,0,0,0,0
1397159100,46466,0,1,0,0,0,0
1397160000,47244,0,1,0,0,0,0
1397160900,48367,0,1,0,0,0,0
1397161800,49758,0,1,0,0,0,0
1397162700,50816,0,1,0,0,0,0
1397163600,51524,0,1,0,0,0,0
1397164500,52395,0,1,0,0,0,0
1397165400,51894,0,1,0,0,0,0
1397166300,52414,0,1,0,0,0,0
1397167200,53669,0,1,0,0,0,0
1397168100,52874,0,1,0,0,0,0
1397169000,51705,0,1,0,0,0,0
1397169900,52241,0,1,0,0,0,0
1397170800,52321,0,1,0,0,0,0
1397171700,52794,0,1,0,0,0,0
1397172600,52154,1,1,0,0,0,0
1397173500,52339,1,1,0,0,0,0
1397174400,52765,1,1,0,1,0,0
1397175300,52310,1,1,0,1,0,0
1397176200,50653,1,1,0,1,0,0
1397177100,21096,1,0,1,1,0,0
1397178000,20282,1,0,0,1,1,0
1397178900,20734,1,0,0,1,0,0
1397179800,20898,0,0,0,0,0,0
1397180700,20915,0,0,0,0,0,0
1397181600,21151,0,0,0,0,0,0
1397182500,21801,0,0,0,0,0,0
1397183400,21898,0,0,0,0,0,0
1397184300,22307,0,0,0,0,0,0
1397185200,22235,0,0,0,0,0,0
1397186100,22452,0,0,0,0,0,0
1397187000,22378,0,0,0,0,0,0
1397187900,22848,0,0,0,0,0,0
1397188800,22531,0,0,0,0,0,0
1397189700,22268,0,0,0,0,0,0
1397190600,22214,0,0,0,0,0,0
1397191500,23284,0,0,0,0,0,0
1397192400,22663,0,0,0,0,0,0
1397193300,22838,0,0,0,0,0,0
1397194200,22849,0,0,0,0,0,0
1397195100,23808,0,0,0,0,0,0
1397196000,23106,0,0,0,0,0,0
1397196900,23149,0,0,0,0,0,0
1397197800,23770,0,0,0,0,0,0
1397198700,24158,0,0,0,0,0,0
1397199600,23393,0,0,0,0,0,0
1397200500,24304,0,0,0,0,0,0
1397201400,24112,0,0,0,0,0,0
1397202300,24295,0,0,0,0,0,0
1397203200,23653,0,0,0,0,0,0
1397204100,23288,0,0,0,0,0,0
1397205000,23640,0,0,0,0,0,0
1397205900,23759,0,0,0,0,0,0
1397206800,24054,0,0,0,0,0,0
1397207700,24851,0,0,0,0,0,0
1397208600,24494,0,0,0,0,0,0
1397209500,24376,0,0,0,0,0,0
1397210400,24718,0,0,0,0,0,0
1397211300,25509,0,0,0,0,0,0
1397212200,25094,0,0,0,0,0,0
1397213100,25406,0,0,0,0,0,0
1397214000,25296,0,0,0,0,0,0
1397214900,24921,0,0,0,0,0,0
1397215800,25546,0,0,0,0,0,0
1397216700,25515,0,0,0,0,0,0
1397217600,24372,0,0,0,0,0,0
1397218500,23561,0,0,0,0,0,0
1397219400,22889,0,0,0,0,0,0
1397220300,22531,0,0,0,0,0,0
1397221200,21725,0,0,0,0,0,0
1397222100,21168,0,0,0,0,0,0
1397223000,20389,0,0,0,0,0,0
1397223900,19432,0,0,0,0,0,0
1397224800,17590,0,0,0,0,0,0
1397225700,17143,0,0,0,0,1,0
1397226600,16893,0,0,0,0,0,0
1397227500,15873,0,0,0,0,0,0
1397228400,15499,0,0,0,0,0,0
1397229300,14848,0,0,0,0,0,0
1397230200,14931,0,0,0,0,0,0
1397231100,14290,0,0,0,0,0,0
1397232000,13434,0,0,0,0,0,0
1397232900,13277,0,0,0,0,0,0
1397233800,13093,0,0,0,0,0,0
1397234700,12986,0,0,0,0,0,0
1397235600,12752,0,0,0,0,0,0
1397236500,12462,0,0,0,0,0,0
1397237400,12579,0,0,0,0,0,0
1397238300,12198,0,0,0,0,0,0
1397239200,12207,0,0,0,0,0,0
1397240100,12255,0,0,0,0,0,0
1397241000,12611,0,0,0,0,0,0
1397241900,12894,0,0,0,0,0,0
1397242800,13225,0,0,0,0,0,0
1397243700,13340,0,0,0,0,0,0
1397244600,14251,0,0,0,0,0,0
1397245500,15301,0,0,0,0,0,0
1397246400,16212,0,0,0,0,0,0
1397247300,17513,0,0,0,0,0,0
1397248200,19046,0,0,0,0,0,0
1397249100,19902,0,0,0,0,0,0
1397250000,20402,0,0,0,0,0,0
1397250900,20884,0,0,0,0,0,0
1397251800,21382,0,0,0,0,0,0
1397252700,22665,0,0,0,0,0,0
1397253600,22052,0,0,0,0,0,0
1397254500,22341,0,0,0,0,0,0
1397255400,22059,0,0,0,0,0,0
1397256300,22522,0,0,0,0,0,0
1397257200,22121,0,0,0,0,0,0
1397258100,22585,0,0,0,0,0,0
1397259000,22249,0,0,0,0,0,0
1397259900,22703,0,0,0,0,0,0
1397260800,22018,0,0,0,0,0,0
1397261700,21298,0,0,0,0,0,0
1397262600,21915,0,0,0,0,0,0
1397263500,21199,0,0,0,0,0,0
1397264400,21431,0,0,0,0,0,0
1397265300,20693,0,0,0,0,0,0
1397266200,21112,0,0,0,0,0,0
1397267100,20751,0,0,0,0,0,0
1397268000,20750,0,0,0,0,0,1
1397268900,21448,0,0,0,0,0,0
1397269800,20663,0,0,0,0,0,0
1397270700,21934,0,0,0,0,0,0
1397271600,21286,0,0,0,0,0,0
1397272500,21871,0,0,0,0,0,0
1397273400,21718,0,0,0,0,0,0
1397274300,22031,0,0,0,0,0,0
1397275200,21720,0,0,0,0,0,0
1397276100,22070,0,0,0,0,0,0
1397277000,21585,0,0,0,0,0,0
1397277900,22383,0,0,0,0,0,0
1397278800,21768,0,0,0,0,0,0
1397279700,22103,0,0,0,0,0,0
1397280600,22362,0,0,0,0,0,0
1397281500,22798,0,0,0,0,0,0
1397282400,22268,0,0,0,0,0,0
1397283300,22859,0,0,0,0,0,0
1397284200,22933,0,0,0,0,0,0
1397285100,22573,0,0,0,0,0,0
1397286000,22247,0,0,0,0,0,0
1397286900,22351,0,0,0,0,0,0
1397287800,22824,0,0,0,0,0,0
1397288700,22745,0,0,0,0,0,0
1397289600,22641,0,0,0,0,0,0
1397290500,22738,0,0,0,0,0,0
1397291400,22445,0,0,0,0,0,0
1397292300,22643,0,0,0,0,0,0
1397293200,21825,0,0,0,0,0,0
1397294100,22589,0,0,0,0,0,0
1397295000,23423,0,0,0,0,0,0
1397295900,22265,0,0,0,0,0,0
1397296800,22844,0,0,0,0,0,0
1397297700,22879,0,0,0,0,0,0
1397298600,23208,0,0,0,0,0,0
1397299500,23847,0,0,0,0,0,0
1397300400,23926,0,0,0,0,0,0
1397301300,22641,0,0,0,0,0,0
1397302200,22996,0,0,0,0,0,0
1397303100,23418,0,0,0,0,0,0
1397304000,22456,0,0,0,0,0,0
1397304900,22019,0,0,0,0,0,0
1397305800,21281,0,0,0,0,0,0
1397306700,21103,0,0,0,0,0,0
1397307600,20395,0,0,0,0,0,0
1397308500,19870,0,0,0,0,0,0
1397309400,18557,0,0,0,0,0,0
1397310300,18167,0,0,0,0,0,0
1397311200,17577,0,0,0,0,0,0
1397312100,16686,0,0,0,0,0,0
1397313000,16468,0,0,0,0,0,0
1397313900,16274,0,0,0,0,0,0
1397314800,15162,0,0,0,0,0,0
1397315700,14560,0,0,0,0,0,0
1397316600,14013,0,0,0,0,0,0
1397317500,13653,0,0,0,0,0,0
1397318400,13378,0,0,0,0,0,0
1397319300,13258,0,0,0,0,0,0
1397320200,12668,0,0,0,0,0,0
1397321100,12614,0,0,0,0,0,0
1397322000,12439,0,0,0,0,0,0
1397322900,12243,0,0,0,0,0,0
1397323800,12147,0,0,0,0,0,0
1397324700,12362,0,0,0,0,0,0
1397325600,11988,0,0,0,0,0,0
1397326500,12048,0,0,0,0,0,0
1397327400,11818,0,0,0,0,0,0
1397328300,12153,0,0,0,0,0,0
1397329200,12450,0,0,0,0,0,0
1397330100,12561,0,0,0,0,0,0
1397331000,12728,0,0,0,0,0,0
1397331900,13261,0,0,0,0,0,0
1397332800,13944,0,0,0,0,0,0
1397333700,14972,0,0,0,0,0,0
1397334600,15548,0,0,0,0,0,0
1397335500,16852,0,0,0,0,0,0
1397336400,17138,0,0,0,0,0,0
1397337300,18784,0,0,0,0,0,0
1397338200,19198,0,0,0,0,0,0
1397339100,19673,0,0,0,0,0,0
1397340000,20434,0,0,0,0,0,0
1397340900,20517,0,0,0,0,0,0
1397341800,21139,0,0,0,0,0,0
1397342700,21287,0,0,0,0,0,0
1397343600,21183,0,0,0,0,0,0
1397344500,20552,0,0,0,0,0,0
1397345400,21239,0,0,0,0,0,0
1397346300,21511,0,0,0,0,0,0
1397347200,20877,0,0,0,0,0,0
1397348100,21081,0,0,0,0,0,0
1397349000,21117,0,0,0,0,0,0
1397349900,20832,0,0,0,0,0,0
1397350800,20355,0,0,0,0,0,0
1397351700,20757,0,0,0,0,0,0
1397352600,20297,0,0,0,0,0,0
1397353500,20967,0,0,0,0,0,0
1397354400,20532,0,0,0,0,0,0
1397355300,20138,0,0,0,0,0,0
1397356200,20012,0,0,0,0,0,0
1397357100,20528,0,0,0,0,0,0
1397358000,20237,0,0,0,0,0,0
1397358900,20613,0,0,0,0,0,0
1397359800,20912,0,0,0,0,0,0
1397360700,20959,0,0,0,0,0,0
1397361600,21226,0,0,0,0,0,0
